KISS-Kürzel;IntervallId;Stationsname;Startdatum;Enddatum;BeobachtungsId;Beobachtungsdatum;Berufsgruppe;Indikation;Aktion;Handschuhe;Import KisRecordId Intervall;Import KisRecordId Beobachtung
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Andere;nach Kontakt mit Pat.-Umgebung;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Andere;nach Kontakt mit pot. infekt. Material;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Verbandw., Manip. Drain.;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: keine Angabe;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Andere;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Andere;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Andere;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Andere;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Andere;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Andere;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Andere;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Andere;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Andere;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Andere;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Andere;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Verbandw., Manip. Drain.;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Verbandw., Manip. Drain.;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Verbandw., Manip. Drain.;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Andere;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Verbandw., Manip. Drain.;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Andere;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Verbandw., Manip. Drain.;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Andere;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Andere;nach Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Verbandw., Manip. Drain.;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Verbandw., Manip. Drain.;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Andere;nach Kontakt mit Pat.-Umgebung;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Andere;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;vor asept. Tätigkeit: Punktionen, Zugänge legen;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Punktionen, Zugänge legen;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: keine Angabe;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;vor asept. Tätigkeit: Punktionen, Zugänge legen;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;vor asept. Tätigkeit: Punktionen, Zugänge legen;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;vor asept. Tätigkeit: Punktionen, Zugänge legen;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;vor asept. Tätigkeit: i.v. Med. zubereiten;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;vor asept. Tätigkeit: Schleimhautkontakt;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit pot. infekt. Material;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;4;ST4;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Ärzte;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Punktionen, Zugänge legen;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Verbandw., Manip. Drain.;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Nein;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Ärzte;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Ärzte;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Ärzte;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Ärzte;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: keine Angabe;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Ärzte;vor asept. Tätigkeit: Beatmung;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Nein;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Nein;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Nein;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;5;ST5;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
